,buying,maint,doors,persons,lug_boot,safety,class_values,persional_point
602,2,2,4,4,1,1,unacc,0.0
603,2,2,4,4,1,2,unacc,0.0
604,2,2,4,4,1,3,acc,0.0
605,2,2,4,4,2,1,unacc,0.0
606,2,2,4,4,2,2,acc,0.0
607,2,2,4,4,2,3,acc,0.0
608,2,2,4,4,3,1,unacc,0.0
609,2,2,4,4,3,2,acc,0.0
610,2,2,4,4,3,3,acc,0.0
611,2,2,4,6,1,1,unacc,2.0999999999999996
612,2,2,4,6,1,2,unacc,2.0999999999999996
613,2,2,4,6,1,3,acc,2.0999999999999996
614,2,2,4,6,2,1,unacc,2.0999999999999996
615,2,2,4,6,2,2,acc,2.0999999999999996
616,2,2,4,6,2,3,acc,2.0999999999999996
617,2,2,4,6,3,1,unacc,2.0999999999999996
618,2,2,4,6,3,2,acc,2.0999999999999996
619,2,2,4,6,3,3,acc,2.0999999999999996
620,2,2,5,2,1,1,unacc,1.2
621,2,2,5,2,1,2,unacc,1.2
622,2,2,5,2,1,3,unacc,1.2
623,2,2,5,2,2,1,unacc,1.2
624,2,2,5,2,2,2,unacc,1.2
625,2,2,5,2,2,3,unacc,1.2
626,2,2,5,2,3,1,unacc,1.2
627,2,2,5,2,3,2,unacc,1.2
628,2,2,5,2,3,3,unacc,1.2
629,2,2,5,4,1,1,unacc,1.2
630,2,2,5,4,1,2,unacc,1.2
631,2,2,5,4,1,3,acc,1.2
632,2,2,5,4,2,1,unacc,1.2
633,2,2,5,4,2,2,acc,1.2
634,2,2,5,4,2,3,acc,1.2
635,2,2,5,4,3,1,unacc,1.2
636,2,2,5,4,3,2,acc,1.2
637,2,2,5,4,3,3,acc,1.2
638,2,2,5,6,1,1,unacc,3.3
639,2,2,5,6,1,2,unacc,3.3
640,2,2,5,6,1,3,acc,3.3
641,2,2,5,6,2,1,unacc,3.3
642,2,2,5,6,2,2,acc,3.3
643,2,2,5,6,2,3,acc,3.3
644,2,2,5,6,3,1,unacc,3.3
645,2,2,5,6,3,2,acc,3.3
646,2,2,5,6,3,3,acc,3.3
647,2,3,2,2,1,1,unacc,0.0
648,2,3,2,2,1,2,unacc,0.0
649,2,3,2,2,1,3,unacc,0.0
650,2,3,2,2,2,1,unacc,0.0
651,2,3,2,2,2,2,unacc,0.0
652,2,3,2,2,2,3,unacc,0.0
653,2,3,2,2,3,1,unacc,0.0
654,2,3,2,2,3,2,unacc,0.0
655,2,3,2,2,3,3,unacc,0.0
656,2,3,2,4,1,1,unacc,0.0
657,2,3,2,4,1,2,unacc,0.0
658,2,3,2,4,1,3,acc,0.0
659,2,3,2,4,2,1,unacc,0.0
660,2,3,2,4,2,2,unacc,0.0
661,2,3,2,4,2,3,acc,0.0
662,2,3,2,4,3,1,unacc,0.0
663,2,3,2,4,3,2,acc,0.0
664,2,3,2,4,3,3,acc,0.0
665,2,3,2,6,1,1,unacc,2.0999999999999996
666,2,3,2,6,1,2,unacc,2.0999999999999996
667,2,3,2,6,1,3,unacc,2.0999999999999996
668,2,3,2,6,2,1,unacc,2.0999999999999996
669,2,3,2,6,2,2,unacc,2.0999999999999996
670,2,3,2,6,2,3,acc,2.0999999999999996
671,2,3,2,6,3,1,unacc,2.0999999999999996
672,2,3,2,6,3,2,acc,2.0999999999999996
673,2,3,2,6,3,3,acc,2.0999999999999996
674,2,3,3,2,1,1,unacc,0.0
675,2,3,3,2,1,2,unacc,0.0
676,2,3,3,2,1,3,unacc,0.0
677,2,3,3,2,2,1,unacc,0.0
678,2,3,3,2,2,2,unacc,0.0
679,2,3,3,2,2,3,unacc,0.0
680,2,3,3,2,3,1,unacc,0.0
681,2,3,3,2,3,2,unacc,0.0
682,2,3,3,2,3,3,unacc,0.0
683,2,3,3,4,1,1,unacc,0.0
684,2,3,3,4,1,2,unacc,0.0
685,2,3,3,4,1,3,acc,0.0
686,2,3,3,4,2,1,unacc,0.0
687,2,3,3,4,2,2,unacc,0.0
688,2,3,3,4,2,3,acc,0.0
689,2,3,3,4,3,1,unacc,0.0
690,2,3,3,4,3,2,acc,0.0
691,2,3,3,4,3,3,acc,0.0
692,2,3,3,6,1,1,unacc,2.0999999999999996
693,2,3,3,6,1,2,unacc,2.0999999999999996
694,2,3,3,6,1,3,acc,2.0999999999999996
695,2,3,3,6,2,1,unacc,2.0999999999999996
696,2,3,3,6,2,2,acc,2.0999999999999996
697,2,3,3,6,2,3,acc,2.0999999999999996
698,2,3,3,6,3,1,unacc,2.0999999999999996
699,2,3,3,6,3,2,acc,2.0999999999999996
700,2,3,3,6,3,3,acc,2.0999999999999996
701,2,3,4,2,1,1,unacc,0.0
702,2,3,4,2,1,2,unacc,0.0
703,2,3,4,2,1,3,unacc,0.0
704,2,3,4,2,2,1,unacc,0.0
705,2,3,4,2,2,2,unacc,0.0
706,2,3,4,2,2,3,unacc,0.0
707,2,3,4,2,3,1,unacc,0.0
708,2,3,4,2,3,2,unacc,0.0
709,2,3,4,2,3,3,unacc,0.0
710,2,3,4,4,1,1,unacc,0.0
711,2,3,4,4,1,2,unacc,0.0
712,2,3,4,4,1,3,acc,0.0
713,2,3,4,4,2,1,unacc,0.0
714,2,3,4,4,2,2,acc,0.0
715,2,3,4,4,2,3,acc,0.0
716,2,3,4,4,3,1,unacc,0.0
717,2,3,4,4,3,2,acc,0.0
718,2,3,4,4,3,3,acc,0.0
719,2,3,4,6,1,1,unacc,2.0999999999999996
720,2,3,4,6,1,2,unacc,2.0999999999999996
721,2,3,4,6,1,3,acc,2.0999999999999996
722,2,3,4,6,2,1,unacc,2.0999999999999996
723,2,3,4,6,2,2,acc,2.0999999999999996
724,2,3,4,6,2,3,acc,2.0999999999999996
725,2,3,4,6,3,1,unacc,2.0999999999999996
726,2,3,4,6,3,2,acc,2.0999999999999996
727,2,3,4,6,3,3,acc,2.0999999999999996
728,2,3,5,2,1,1,unacc,1.2
729,2,3,5,2,1,2,unacc,1.2
730,2,3,5,2,1,3,unacc,1.2
731,2,3,5,2,2,1,unacc,1.2
732,2,3,5,2,2,2,unacc,1.2
733,2,3,5,2,2,3,unacc,1.2
734,2,3,5,2,3,1,unacc,1.2
735,2,3,5,2,3,2,unacc,1.2
736,2,3,5,2,3,3,unacc,1.2
737,2,3,5,4,1,1,unacc,1.2
738,2,3,5,4,1,2,unacc,1.2
739,2,3,5,4,1,3,acc,1.2
740,2,3,5,4,2,1,unacc,1.2
741,2,3,5,4,2,2,acc,1.2
742,2,3,5,4,2,3,acc,1.2
743,2,3,5,4,3,1,unacc,1.2
744,2,3,5,4,3,2,acc,1.2
745,2,3,5,4,3,3,acc,1.2
746,2,3,5,6,1,1,unacc,3.3
747,2,3,5,6,1,2,unacc,3.3
748,2,3,5,6,1,3,acc,3.3
749,2,3,5,6,2,1,unacc,3.3
750,2,3,5,6,2,2,acc,3.3
751,2,3,5,6,2,3,acc,3.3
752,2,3,5,6,3,1,unacc,3.3
753,2,3,5,6,3,2,acc,3.3
754,2,3,5,6,3,3,acc,3.3
755,2,4,2,2,1,1,unacc,0.0
756,2,4,2,2,1,2,unacc,0.0
757,2,4,2,2,1,3,unacc,0.0
758,2,4,2,2,2,1,unacc,0.0
759,2,4,2,2,2,2,unacc,0.0
760,2,4,2,2,2,3,unacc,0.0
761,2,4,2,2,3,1,unacc,0.0
762,2,4,2,2,3,2,unacc,0.0
763,2,4,2,2,3,3,unacc,0.0
764,2,4,2,4,1,1,unacc,0.0
765,2,4,2,4,1,2,unacc,0.0
766,2,4,2,4,1,3,acc,0.0
767,2,4,2,4,2,1,unacc,0.0
768,2,4,2,4,2,2,unacc,0.0
769,2,4,2,4,2,3,acc,0.0
770,2,4,2,4,3,1,unacc,0.0
771,2,4,2,4,3,2,acc,0.0
772,2,4,2,4,3,3,acc,0.0
773,2,4,2,6,1,1,unacc,2.0999999999999996
774,2,4,2,6,1,2,unacc,2.0999999999999996
775,2,4,2,6,1,3,unacc,2.0999999999999996
776,2,4,2,6,2,1,unacc,2.0999999999999996
777,2,4,2,6,2,2,unacc,2.0999999999999996
778,2,4,2,6,2,3,acc,2.0999999999999996
779,2,4,2,6,3,1,unacc,2.0999999999999996
780,2,4,2,6,3,2,acc,2.0999999999999996
781,2,4,2,6,3,3,acc,2.0999999999999996
782,2,4,3,2,1,1,unacc,0.0
783,2,4,3,2,1,2,unacc,0.0
784,2,4,3,2,1,3,unacc,0.0
785,2,4,3,2,2,1,unacc,0.0
786,2,4,3,2,2,2,unacc,0.0
787,2,4,3,2,2,3,unacc,0.0
788,2,4,3,2,3,1,unacc,0.0
789,2,4,3,2,3,2,unacc,0.0
790,2,4,3,2,3,3,unacc,0.0
791,2,4,3,4,1,1,unacc,0.0
792,2,4,3,4,1,2,unacc,0.0
793,2,4,3,4,1,3,acc,0.0
794,2,4,3,4,2,1,unacc,0.0
795,2,4,3,4,2,2,unacc,0.0
796,2,4,3,4,2,3,acc,0.0
797,2,4,3,4,3,1,unacc,0.0
798,2,4,3,4,3,2,acc,0.0
799,2,4,3,4,3,3,acc,0.0
800,2,4,3,6,1,1,unacc,2.0999999999999996
801,2,4,3,6,1,2,unacc,2.0999999999999996
802,2,4,3,6,1,3,acc,2.0999999999999996
803,2,4,3,6,2,1,unacc,2.0999999999999996
804,2,4,3,6,2,2,acc,2.0999999999999996
805,2,4,3,6,2,3,acc,2.0999999999999996
806,2,4,3,6,3,1,unacc,2.0999999999999996
807,2,4,3,6,3,2,acc,2.0999999999999996
808,2,4,3,6,3,3,acc,2.0999999999999996
809,2,4,4,2,1,1,unacc,0.0
810,2,4,4,2,1,2,unacc,0.0
811,2,4,4,2,1,3,unacc,0.0
812,2,4,4,2,2,1,unacc,0.0
813,2,4,4,2,2,2,unacc,0.0
814,2,4,4,2,2,3,unacc,0.0
815,2,4,4,2,3,1,unacc,0.0
816,2,4,4,2,3,2,unacc,0.0
817,2,4,4,2,3,3,unacc,0.0
818,2,4,4,4,1,1,unacc,0.0
819,2,4,4,4,1,2,unacc,0.0
820,2,4,4,4,1,3,acc,0.0
821,2,4,4,4,2,1,unacc,0.0
822,2,4,4,4,2,2,acc,0.0
823,2,4,4,4,2,3,acc,0.0
824,2,4,4,4,3,1,unacc,0.0
825,2,4,4,4,3,2,acc,0.0
826,2,4,4,4,3,3,acc,0.0
827,2,4,4,6,1,1,unacc,2.0999999999999996
828,2,4,4,6,1,2,unacc,2.0999999999999996
829,2,4,4,6,1,3,acc,2.0999999999999996
830,2,4,4,6,2,1,unacc,2.0999999999999996
831,2,4,4,6,2,2,acc,2.0999999999999996
832,2,4,4,6,2,3,acc,2.0999999999999996
833,2,4,4,6,3,1,unacc,2.0999999999999996
834,2,4,4,6,3,2,acc,2.0999999999999996
835,2,4,4,6,3,3,acc,2.0999999999999996
836,2,4,5,2,1,1,unacc,1.2
837,2,4,5,2,1,2,unacc,1.2
838,2,4,5,2,1,3,unacc,1.2
839,2,4,5,2,2,1,unacc,1.2
840,2,4,5,2,2,2,unacc,1.2
841,2,4,5,2,2,3,unacc,1.2
842,2,4,5,2,3,1,unacc,1.2
843,2,4,5,2,3,2,unacc,1.2
844,2,4,5,2,3,3,unacc,1.2
845,2,4,5,4,1,1,unacc,1.2
846,2,4,5,4,1,2,unacc,1.2
847,2,4,5,4,1,3,acc,1.2
848,2,4,5,4,2,1,unacc,1.2
849,2,4,5,4,2,2,acc,1.2
850,2,4,5,4,2,3,acc,1.2
851,2,4,5,4,3,1,unacc,1.2
852,2,4,5,4,3,2,acc,1.2
853,2,4,5,4,3,3,acc,1.2
854,2,4,5,6,1,1,unacc,3.3
855,2,4,5,6,1,2,unacc,3.3
856,2,4,5,6,1,3,acc,3.3
857,2,4,5,6,2,1,unacc,3.3
858,2,4,5,6,2,2,acc,3.3
859,2,4,5,6,2,3,acc,3.3
860,2,4,5,6,3,1,unacc,3.3
861,2,4,5,6,3,2,acc,3.3
862,2,4,5,6,3,3,acc,3.3
863,3,1,2,2,1,1,unacc,0.0
864,3,1,2,2,1,2,unacc,0.0
865,3,1,2,2,1,3,unacc,0.0
866,3,1,2,2,2,1,unacc,0.0
867,3,1,2,2,2,2,unacc,0.0
868,3,1,2,2,2,3,unacc,0.0
869,3,1,2,2,3,1,unacc,0.0
870,3,1,2,2,3,2,unacc,0.0
871,3,1,2,2,3,3,unacc,0.0
872,3,1,2,4,1,1,unacc,0.0
873,3,1,2,4,1,2,unacc,0.0
874,3,1,2,4,1,3,acc,0.0
875,3,1,2,4,2,1,unacc,0.0
876,3,1,2,4,2,2,unacc,0.0
877,3,1,2,4,2,3,acc,0.0
878,3,1,2,4,3,1,unacc,0.0
879,3,1,2,4,3,2,acc,0.0
880,3,1,2,4,3,3,acc,0.0
881,3,1,2,6,1,1,unacc,2.0999999999999996
882,3,1,2,6,1,2,unacc,2.0999999999999996
883,3,1,2,6,1,3,unacc,2.0999999999999996
884,3,1,2,6,2,1,unacc,2.0999999999999996
885,3,1,2,6,2,2,unacc,2.0999999999999996
886,3,1,2,6,2,3,acc,2.0999999999999996
887,3,1,2,6,3,1,unacc,2.0999999999999996
888,3,1,2,6,3,2,acc,2.0999999999999996
889,3,1,2,6,3,3,acc,2.0999999999999996
890,3,1,3,2,1,1,unacc,0.0
891,3,1,3,2,1,2,unacc,0.0
892,3,1,3,2,1,3,unacc,0.0
893,3,1,3,2,2,1,unacc,0.0
894,3,1,3,2,2,2,unacc,0.0
895,3,1,3,2,2,3,unacc,0.0
896,3,1,3,2,3,1,unacc,0.0
897,3,1,3,2,3,2,unacc,0.0
898,3,1,3,2,3,3,unacc,0.0
899,3,1,3,4,1,1,unacc,0.0
900,3,1,3,4,1,2,unacc,0.0
901,3,1,3,4,1,3,acc,0.0
902,3,1,3,4,2,1,unacc,0.0
903,3,1,3,4,2,2,unacc,0.0
904,3,1,3,4,2,3,acc,0.0
905,3,1,3,4,3,1,unacc,0.0
906,3,1,3,4,3,2,acc,0.0
907,3,1,3,4,3,3,acc,0.0
908,3,1,3,6,1,1,unacc,2.0999999999999996
909,3,1,3,6,1,2,unacc,2.0999999999999996
910,3,1,3,6,1,3,acc,2.0999999999999996
911,3,1,3,6,2,1,unacc,2.0999999999999996
912,3,1,3,6,2,2,acc,2.0999999999999996
913,3,1,3,6,2,3,acc,2.0999999999999996
914,3,1,3,6,3,1,unacc,2.0999999999999996
915,3,1,3,6,3,2,acc,2.0999999999999996
916,3,1,3,6,3,3,acc,2.0999999999999996
917,3,1,4,2,1,1,unacc,0.0
918,3,1,4,2,1,2,unacc,0.0
919,3,1,4,2,1,3,unacc,0.0
920,3,1,4,2,2,1,unacc,0.0
921,3,1,4,2,2,2,unacc,0.0
922,3,1,4,2,2,3,unacc,0.0
923,3,1,4,2,3,1,unacc,0.0
924,3,1,4,2,3,2,unacc,0.0
925,3,1,4,2,3,3,unacc,0.0
926,3,1,4,4,1,1,unacc,0.0
927,3,1,4,4,1,2,unacc,0.0
928,3,1,4,4,1,3,acc,0.0
929,3,1,4,4,2,1,unacc,0.0
930,3,1,4,4,2,2,acc,0.0
931,3,1,4,4,2,3,acc,0.0
932,3,1,4,4,3,1,unacc,0.0
933,3,1,4,4,3,2,acc,0.0
934,3,1,4,4,3,3,acc,0.0
935,3,1,4,6,1,1,unacc,2.0999999999999996
936,3,1,4,6,1,2,unacc,2.0999999999999996
937,3,1,4,6,1,3,acc,2.0999999999999996
938,3,1,4,6,2,1,unacc,2.0999999999999996
939,3,1,4,6,2,2,acc,2.0999999999999996
940,3,1,4,6,2,3,acc,2.0999999999999996
941,3,1,4,6,3,1,unacc,2.0999999999999996
942,3,1,4,6,3,2,acc,2.0999999999999996
943,3,1,4,6,3,3,acc,2.0999999999999996
944,3,1,5,2,1,1,unacc,1.2
945,3,1,5,2,1,2,unacc,1.2
946,3,1,5,2,1,3,unacc,1.2
947,3,1,5,2,2,1,unacc,1.2
948,3,1,5,2,2,2,unacc,1.2
949,3,1,5,2,2,3,unacc,1.2
950,3,1,5,2,3,1,unacc,1.2
951,3,1,5,2,3,2,unacc,1.2
952,3,1,5,2,3,3,unacc,1.2
953,3,1,5,4,1,1,unacc,1.2
954,3,1,5,4,1,2,unacc,1.2
955,3,1,5,4,1,3,acc,1.2
956,3,1,5,4,2,1,unacc,1.2
957,3,1,5,4,2,2,acc,1.2
958,3,1,5,4,2,3,acc,1.2
959,3,1,5,4,3,1,unacc,1.2
960,3,1,5,4,3,2,acc,1.2
961,3,1,5,4,3,3,acc,1.2
962,3,1,5,6,1,1,unacc,3.3
963,3,1,5,6,1,2,unacc,3.3
964,3,1,5,6,1,3,acc,3.3
965,3,1,5,6,2,1,unacc,3.3
966,3,1,5,6,2,2,acc,3.3
967,3,1,5,6,2,3,acc,3.3
968,3,1,5,6,3,1,unacc,3.3
969,3,1,5,6,3,2,acc,3.3
970,3,1,5,6,3,3,acc,3.3
971,3,2,2,2,1,1,unacc,0.0
972,3,2,2,2,1,2,unacc,0.0
973,3,2,2,2,1,3,unacc,0.0
974,3,2,2,2,2,1,unacc,0.0
975,3,2,2,2,2,2,unacc,0.0
976,3,2,2,2,2,3,unacc,0.0
977,3,2,2,2,3,1,unacc,0.0
978,3,2,2,2,3,2,unacc,0.0
979,3,2,2,2,3,3,unacc,0.0
980,3,2,2,4,1,1,unacc,0.0
981,3,2,2,4,1,2,unacc,0.0
982,3,2,2,4,1,3,acc,0.0
983,3,2,2,4,2,1,unacc,0.0
984,3,2,2,4,2,2,unacc,0.0
985,3,2,2,4,2,3,acc,0.0
986,3,2,2,4,3,1,unacc,0.0
987,3,2,2,4,3,2,acc,0.0
988,3,2,2,4,3,3,acc,0.0
989,3,2,2,6,1,1,unacc,2.0999999999999996
990,3,2,2,6,1,2,unacc,2.0999999999999996
991,3,2,2,6,1,3,unacc,2.0999999999999996
992,3,2,2,6,2,1,unacc,2.0999999999999996
993,3,2,2,6,2,2,unacc,2.0999999999999996
994,3,2,2,6,2,3,acc,2.0999999999999996
995,3,2,2,6,3,1,unacc,2.0999999999999996
996,3,2,2,6,3,2,acc,2.0999999999999996
997,3,2,2,6,3,3,acc,2.0999999999999996
998,3,2,3,2,1,1,unacc,0.0
999,3,2,3,2,1,2,unacc,0.0
1000,3,2,3,2,1,3,unacc,0.0
1001,3,2,3,2,2,1,unacc,0.0
1002,3,2,3,2,2,2,unacc,0.0
1003,3,2,3,2,2,3,unacc,0.0
1004,3,2,3,2,3,1,unacc,0.0
1005,3,2,3,2,3,2,unacc,0.0
1006,3,2,3,2,3,3,unacc,0.0
1007,3,2,3,4,1,1,unacc,0.0
1008,3,2,3,4,1,2,unacc,0.0
1009,3,2,3,4,1,3,acc,0.0
1010,3,2,3,4,2,1,unacc,0.0
1011,3,2,3,4,2,2,unacc,0.0
1012,3,2,3,4,2,3,acc,0.0
1013,3,2,3,4,3,1,unacc,0.0
1014,3,2,3,4,3,2,acc,0.0
1015,3,2,3,4,3,3,acc,0.0
1016,3,2,3,6,1,1,unacc,2.0999999999999996
1017,3,2,3,6,1,2,unacc,2.0999999999999996
1018,3,2,3,6,1,3,acc,2.0999999999999996
1019,3,2,3,6,2,1,unacc,2.0999999999999996
1020,3,2,3,6,2,2,acc,2.0999999999999996
1021,3,2,3,6,2,3,acc,2.0999999999999996
1022,3,2,3,6,3,1,unacc,2.0999999999999996
1023,3,2,3,6,3,2,acc,2.0999999999999996
1024,3,2,3,6,3,3,acc,2.0999999999999996
1025,3,2,4,2,1,1,unacc,0.0
1026,3,2,4,2,1,2,unacc,0.0
1027,3,2,4,2,1,3,unacc,0.0
1028,3,2,4,2,2,1,unacc,0.0
1029,3,2,4,2,2,2,unacc,0.0
1030,3,2,4,2,2,3,unacc,0.0
1031,3,2,4,2,3,1,unacc,0.0
1032,3,2,4,2,3,2,unacc,0.0
1033,3,2,4,2,3,3,unacc,0.0
1034,3,2,4,4,1,1,unacc,0.0
1035,3,2,4,4,1,2,unacc,0.0
1036,3,2,4,4,1,3,acc,0.0
1037,3,2,4,4,2,1,unacc,0.0
1038,3,2,4,4,2,2,acc,0.0
1039,3,2,4,4,2,3,acc,0.0
1040,3,2,4,4,3,1,unacc,0.0
1041,3,2,4,4,3,2,acc,0.0
1042,3,2,4,4,3,3,acc,0.0
1043,3,2,4,6,1,1,unacc,2.0999999999999996
1044,3,2,4,6,1,2,unacc,2.0999999999999996
1045,3,2,4,6,1,3,acc,2.0999999999999996
1046,3,2,4,6,2,1,unacc,2.0999999999999996
1047,3,2,4,6,2,2,acc,2.0999999999999996
1048,3,2,4,6,2,3,acc,2.0999999999999996
1049,3,2,4,6,3,1,unacc,2.0999999999999996
1050,3,2,4,6,3,2,acc,2.0999999999999996
1051,3,2,4,6,3,3,acc,2.0999999999999996
1052,3,2,5,2,1,1,unacc,1.2
1053,3,2,5,2,1,2,unacc,1.2
1054,3,2,5,2,1,3,unacc,1.2
1055,3,2,5,2,2,1,unacc,1.2
1056,3,2,5,2,2,2,unacc,1.2
1057,3,2,5,2,2,3,unacc,1.2
1058,3,2,5,2,3,1,unacc,1.2
1059,3,2,5,2,3,2,unacc,1.2
1060,3,2,5,2,3,3,unacc,1.2
1061,3,2,5,4,1,1,unacc,1.2
1062,3,2,5,4,1,2,unacc,1.2
1063,3,2,5,4,1,3,acc,1.2
1064,3,2,5,4,2,1,unacc,1.2
1065,3,2,5,4,2,2,acc,1.2
1066,3,2,5,4,2,3,acc,1.2
1067,3,2,5,4,3,1,unacc,1.2
1068,3,2,5,4,3,2,acc,1.2
1069,3,2,5,4,3,3,acc,1.2
1070,3,2,5,6,1,1,unacc,3.3
1071,3,2,5,6,1,2,unacc,3.3
1072,3,2,5,6,1,3,acc,3.3
1073,3,2,5,6,2,1,unacc,3.3
1074,3,2,5,6,2,2,acc,3.3
1075,3,2,5,6,2,3,acc,3.3
1076,3,2,5,6,3,1,unacc,3.3
1077,3,2,5,6,3,2,acc,3.3
1078,3,2,5,6,3,3,acc,3.3
1079,3,3,2,2,1,1,unacc,0.0
1080,3,3,2,2,1,2,unacc,0.0
1081,3,3,2,2,1,3,unacc,0.0
1082,3,3,2,2,2,1,unacc,0.0
1083,3,3,2,2,2,2,unacc,0.0
1084,3,3,2,2,2,3,unacc,0.0
1085,3,3,2,2,3,1,unacc,0.0
1086,3,3,2,2,3,2,unacc,0.0
1087,3,3,2,2,3,3,unacc,0.0
1088,3,3,2,4,1,1,unacc,0.0
1089,3,3,2,4,1,2,acc,0.0
1090,3,3,2,4,1,3,acc,0.0
1091,3,3,2,4,2,1,unacc,0.0
1092,3,3,2,4,2,2,acc,0.0
1093,3,3,2,4,2,3,acc,0.0
1094,3,3,2,4,3,1,unacc,0.0
1095,3,3,2,4,3,2,acc,0.0
1096,3,3,2,4,3,3,vgood,0.0
1097,3,3,2,6,1,1,unacc,2.0999999999999996
1098,3,3,2,6,1,2,unacc,2.0999999999999996
1099,3,3,2,6,1,3,unacc,2.0999999999999996
1100,3,3,2,6,2,1,unacc,2.0999999999999996
1101,3,3,2,6,2,2,acc,2.0999999999999996
1102,3,3,2,6,2,3,acc,2.0999999999999996
1103,3,3,2,6,3,1,unacc,2.0999999999999996
1104,3,3,2,6,3,2,acc,2.0999999999999996
1105,3,3,2,6,3,3,vgood,2.0999999999999996
1106,3,3,3,2,1,1,unacc,0.0
1107,3,3,3,2,1,2,unacc,0.0
1108,3,3,3,2,1,3,unacc,0.0
1109,3,3,3,2,2,1,unacc,0.0
1110,3,3,3,2,2,2,unacc,0.0
1111,3,3,3,2,2,3,unacc,0.0
1112,3,3,3,2,3,1,unacc,0.0
1113,3,3,3,2,3,2,unacc,0.0
1114,3,3,3,2,3,3,unacc,0.0
1115,3,3,3,4,1,1,unacc,0.0
1116,3,3,3,4,1,2,acc,0.0
1117,3,3,3,4,1,3,acc,0.0
1118,3,3,3,4,2,1,unacc,0.0
1119,3,3,3,4,2,2,acc,0.0
1120,3,3,3,4,2,3,acc,0.0
1121,3,3,3,4,3,1,unacc,0.0
1122,3,3,3,4,3,2,acc,0.0
1123,3,3,3,4,3,3,vgood,0.0
1124,3,3,3,6,1,1,unacc,2.0999999999999996
1125,3,3,3,6,1,2,acc,2.0999999999999996
1126,3,3,3,6,1,3,acc,2.0999999999999996
1127,3,3,3,6,2,1,unacc,2.0999999999999996
1128,3,3,3,6,2,2,acc,2.0999999999999996
1129,3,3,3,6,2,3,vgood,2.0999999999999996
1130,3,3,3,6,3,1,unacc,2.0999999999999996
1131,3,3,3,6,3,2,acc,2.0999999999999996
1132,3,3,3,6,3,3,vgood,2.0999999999999996
1133,3,3,4,2,1,1,unacc,0.0
1134,3,3,4,2,1,2,unacc,0.0
1135,3,3,4,2,1,3,unacc,0.0
1136,3,3,4,2,2,1,unacc,0.0
1137,3,3,4,2,2,2,unacc,0.0
1138,3,3,4,2,2,3,unacc,0.0
1139,3,3,4,2,3,1,unacc,0.0
1140,3,3,4,2,3,2,unacc,0.0
1141,3,3,4,2,3,3,unacc,0.0
1142,3,3,4,4,1,1,unacc,0.0
1143,3,3,4,4,1,2,acc,0.0
1144,3,3,4,4,1,3,acc,0.0
1145,3,3,4,4,2,1,unacc,0.0
1146,3,3,4,4,2,2,acc,0.0
1147,3,3,4,4,2,3,vgood,0.0
1148,3,3,4,4,3,1,unacc,0.0
1149,3,3,4,4,3,2,acc,0.0
1150,3,3,4,4,3,3,vgood,0.0
1151,3,3,4,6,1,1,unacc,2.0999999999999996
1152,3,3,4,6,1,2,acc,2.0999999999999996
1153,3,3,4,6,1,3,acc,2.0999999999999996
1154,3,3,4,6,2,1,unacc,2.0999999999999996
1155,3,3,4,6,2,2,acc,2.0999999999999996
1156,3,3,4,6,2,3,vgood,2.0999999999999996
1157,3,3,4,6,3,1,unacc,2.0999999999999996
1158,3,3,4,6,3,2,acc,2.0999999999999996
1159,3,3,4,6,3,3,vgood,2.0999999999999996
1160,3,3,5,2,1,1,unacc,1.2
1161,3,3,5,2,1,2,unacc,1.2
1162,3,3,5,2,1,3,unacc,1.2
1163,3,3,5,2,2,1,unacc,1.2
1164,3,3,5,2,2,2,unacc,1.2
1165,3,3,5,2,2,3,unacc,1.2
1166,3,3,5,2,3,1,unacc,1.2
1167,3,3,5,2,3,2,unacc,1.2
1168,3,3,5,2,3,3,unacc,1.2
1169,3,3,5,4,1,1,unacc,1.2
1170,3,3,5,4,1,2,acc,1.2
1171,3,3,5,4,1,3,acc,1.2
1172,3,3,5,4,2,1,unacc,1.2
1173,3,3,5,4,2,2,acc,1.2
1174,3,3,5,4,2,3,vgood,1.2
1175,3,3,5,4,3,1,unacc,1.2
1176,3,3,5,4,3,2,acc,1.2
1177,3,3,5,4,3,3,vgood,1.2
1178,3,3,5,6,1,1,unacc,3.3
1179,3,3,5,6,1,2,acc,3.3
1180,3,3,5,6,1,3,acc,3.3
1181,3,3,5,6,2,1,unacc,3.3
1182,3,3,5,6,2,2,acc,3.3
1183,3,3,5,6,2,3,vgood,3.3
1184,3,3,5,6,3,1,unacc,3.3
1185,3,3,5,6,3,2,acc,3.3
1186,3,3,5,6,3,3,vgood,3.3
1187,3,4,2,2,1,1,unacc,0.0
1188,3,4,2,2,1,2,unacc,0.0
1189,3,4,2,2,1,3,unacc,0.0
1190,3,4,2,2,2,1,unacc,0.0
1191,3,4,2,2,2,2,unacc,0.0
1192,3,4,2,2,2,3,unacc,0.0
1193,3,4,2,2,3,1,unacc,0.0
1194,3,4,2,2,3,2,unacc,0.0
1195,3,4,2,2,3,3,unacc,0.0
1196,3,4,2,4,1,1,unacc,0.0
1197,3,4,2,4,1,2,acc,0.0
1198,3,4,2,4,1,3,good,0.0
1199,3,4,2,4,2,1,unacc,0.0
1200,3,4,2,4,2,2,acc,0.0
1201,3,4,2,4,2,3,good,0.0
1202,3,4,2,4,3,1,unacc,0.0
1203,3,4,2,4,3,2,good,0.0
